season,team_id,avg_massey_rank,std_massey_rank,min_massey_rank,max_massey_rank,median_massey_rank
2013,1365,89.88,34.84,23.0,324.0,84.0
2014,1365,182.03,35.84,58.0,337.0,180.0
2015,1365,186.01,26.81,104.0,280.0,184.0
2016,1365,240.91,25.84,108.0,318.0,242.0
2017,1365,172.82,46.31,92.0,314.0,160.0
2018,1365,260.52,39.17,81.0,348.0,262.0
2019,1365,208.18,39.86,131.0,338.0,199.0
2020,1365,127.07,31.61,45.0,251.0,130.0
2021,1365,138.46,34.32,34.0,245.0,142.0
2022,1365,79.44,18.94,12.0,147.0,80.0
2023,1365,80.07,24.26,32.0,204.0,80.0
2024,1365,108.26,18.96,22.0,195.0,109.0
2003,1366,323.71,8.46,164.0,327.0,325.0
2004,1366,317.11,7.66,278.0,326.0,319.0
2005,1366,328.4,4.56,271.0,330.0,330.0
2006,1366,331.8,2.83,311.0,334.0,332.0
2007,1366,291.21,23.03,232.0,333.0,290.0
2008,1366,286.95,24.14,221.0,338.0,286.0
2009,1366,249.31,60.4,60.0,333.0,258.0
2010,1366,298.4,14.73,204.0,335.0,300.0
2011,1366,292.24,27.97,202.0,345.0,292.0
2012,1366,212.62,34.26,117.0,335.0,211.0
2013,1366,190.49,29.66,62.0,274.0,194.0
2014,1366,301.42,24.43,193.0,351.0,299.5
2015,1366,326.49,20.35,153.0,346.0,332.0
2016,1366,308.86,28.18,164.0,351.0,315.0
2017,1366,322.53,19.57,242.0,350.0,326.0
2018,1366,295.52,38.5,147.0,342.0,306.0
2019,1366,335.66,17.53,221.0,353.0,341.0
2008,1367,308.59,16.9,237.0,341.0,312.0
2009,1367,301.77,18.91,194.0,337.0,304.0
2010,1367,307.11,17.87,247.0,342.0,308.0
2011,1367,306.87,23.1,176.0,338.0,313.0
2012,1367,177.76,40.17,118.0,328.0,168.0
2013,1367,212.42,33.42,102.0,318.0,214.0
2014,1367,182.74,27.78,86.0,276.0,185.0
2015,1367,160.65,27.73,77.0,263.0,160.0
2016,1367,311.68,22.87,182.0,350.0,318.0
2017,1367,228.47,36.18,121.0,339.0,226.0
2018,1367,328.96,19.87,177.0,346.0,335.0
2019,1367,331.92,12.96,241.0,353.0,334.0
2020,1367,311.57,20.97,227.0,350.0,314.0
2021,1367,313.77,20.34,221.0,356.0,317.0
2022,1367,288.43,31.39,210.0,349.0,286.0
2023,1367,269.91,30.61,177.0,357.0,267.0
2024,1367,288.17,22.0,171.0,334.0,291.0
2003,1368,269.69,22.89,116.0,313.0,269.5
2004,1368,156.61,37.62,58.0,307.0,155.0
2005,1368,162.02,36.73,57.0,305.0,158.0
2006,1368,195.51,35.48,16.0,325.0,198.0
2007,1368,192.32,27.01,114.0,284.0,191.0
2008,1368,194.4,28.28,123.0,322.0,191.0
2009,1368,251.03,39.44,119.0,333.0,257.0
2010,1368,194.24,33.01,90.0,286.0,202.0
2011,1368,234.63,37.69,46.0,319.0,241.0
2012,1368,288.66,22.58,179.0,344.0,294.0
2013,1368,282.61,33.57,187.0,346.0,286.0
2014,1368,280.62,32.09,90.0,336.0,289.0
2015,1368,286.54,25.29,178.0,349.0,290.0
2016,1368,323.37,15.99,268.0,351.0,323.0
2017,1368,245.71,25.53,128.0,334.0,247.0
2018,1368,219.34,36.27,115.0,322.0,216.0
2019,1368,271.89,37.74,156.0,340.0,273.0
2020,1368,329.0,20.26,160.0,349.0,335.0
2021,1368,317.78,20.85,163.0,351.0,323.0
2022,1368,281.72,30.91,174.0,345.0,283.0
2023,1368,256.09,27.89,168.0,332.0,257.0
2024,1368,288.43,25.79,196.0,350.0,290.0
2003,1369,237.6,20.69,161.0,289.0,238.0
2004,1369,203.09,37.07,99.0,270.0,206.5
2005,1369,216.21,37.05,88.0,321.0,208.0
2006,1369,277.42,33.93,179.0,323.0,288.0
2007,1369,289.06,17.83,224.0,329.0,287.0
2008,1369,271.43,38.52,157.0,334.0,284.0
2009,1369,329.81,14.14,245.0,346.0,334.0
2010,1369,299.27,21.45,230.0,343.0,305.0
2011,1369,317.14,14.68,253.0,345.0,318.0
2012,1369,242.83,26.88,109.0,321.0,243.0
2013,1369,221.89,29.27,125.0,301.0,225.0
2014,1369,215.22,34.82,69.0,286.0,226.0
2015,1369,253.16,23.96,157.0,351.0,255.0
2016,1369,331.09,17.72,150.0,349.0,336.0
2017,1369,263.76,28.02,196.0,347.0,258.0
2018,1369,252.64,20.15,184.0,322.0,253.0
2019,1369,295.37,27.25,133.0,333.0,305.5
2020,1369,324.35,20.86,218.0,349.0,333.0
2021,1369,289.97,26.44,89.0,342.0,291.0
2022,1369,285.43,26.34,166.0,342.0,288.0
2023,1369,244.69,28.73,78.0,340.0,249.0
2024,1369,339.63,22.65,129.0,360.0,346.0
2009,1370,213.42,47.24,119.0,347.0,213.0
2010,1370,204.31,27.72,117.0,347.0,203.0
2011,1370,276.17,21.78,152.0,324.0,278.0
2012,1370,257.95,31.89,114.0,336.0,261.0
2013,1370,251.33,30.92,149.0,322.0,250.0
2014,1370,223.36,35.02,92.0,305.0,228.0
2015,1370,253.41,25.99,120.0,307.0,258.0
2016,1370,274.67,24.19,169.0,347.0,278.0
2017,1370,266.64,22.86,138.0,329.0,270.0
2018,1370,191.04,29.38,120.0,309.0,189.0
2019,1370,171.9,28.78,56.0,297.0,175.0
2020,1370,236.44,27.94,148.0,327.0,234.0
2021,1370,248.91,32.07,67.0,341.0,249.0
2022,1370,146.47,35.7,80.0,256.0,138.0
2023,1370,120.86,32.24,22.0,254.0,121.0
2024,1370,128.95,21.78,51.0,274.0,127.0
2003,1371,87.83,41.49,9.0,192.0,75.0
2004,1371,35.19,17.91,15.0,184.0,30.0
2005,1371,121.28,32.66,32.0,256.0,122.0
2006,1371,72.33,33.97,12.0,178.0,64.5
2007,1371,118.4,26.38,46.0,194.0,122.0
2008,1371,88.3,26.08,23.0,177.0,88.0
2009,1371,94.22,23.79,13.0,166.0,93.0
2010,1371,54.85,16.78,5.0,119.0,55.0
2011,1371,89.46,28.46,28.0,179.0,88.0
2012,1371,42.19,18.81,3.0,145.0,44.0
2013,1371,97.64,28.49,38.0,250.0,98.0
2014,1371,106.38,26.82,46.0,339.0,103.0
2015,1371,52.43,24.85,11.0,165.0,49.0
2016,1371,48.05,21.35,8.0,162.0,44.0
2017,1371,49.28,13.86,6.0,126.0,49.0
2018,1371,26.36,7.94,1.0,60.0,26.0
2019,1371,54.5,16.24,10.0,154.0,54.0
2020,1371,20.93,13.6,4.0,106.0,17.0
2021,1371,49.41,18.02,12.0,197.0,47.0
2022,1371,31.68,14.03,3.0,142.0,30.0
2023,1371,69.6,21.56,10.0,167.0,66.0
2024,1371,67.35,21.0,15.0,156.0,63.0
2003,1372,151.55,55.79,42.0,319.0,145.5
2004,1372,166.11,37.92,40.0,301.0,169.0
2005,1372,268.61,29.54,166.0,329.0,272.0
2006,1372,207.82,41.67,99.0,304.0,216.0
2007,1372,186.63,30.12,70.0,273.0,187.0
2008,1372,79.93,39.59,7.0,236.0,72.0
2009,1372,118.85,36.6,47.0,309.0,111.0
2010,1372,169.45,28.31,91.0,256.0,171.0
2011,1372,174.95,39.76,57.0,298.0,173.0
2012,1372,221.98,40.58,108.0,335.0,221.0
2013,1372,72.7,34.62,1.0,226.0,67.0
2014,1372,82.4,30.86,4.0,198.0,80.0
2015,1372,63.21,23.26,10.0,180.0,60.0
2016,1372,121.59,53.48,6.0,287.0,111.0
2017,1372,226.69,52.26,22.0,330.0,234.0
2018,1372,124.72,33.39,25.0,253.0,123.5
2019,1372,239.8,53.37,68.0,351.0,248.0
2020,1372,107.8,51.2,10.0,330.0,99.0
2021,1372,164.08,43.26,70.0,334.0,157.0
2022,1372,137.69,31.98,60.0,291.0,134.0
2023,1372,144.28,26.97,67.0,240.0,137.0
2024,1372,148.6,25.65,63.0,246.0,149.0
2003,1373,123.1,25.76,19.0,221.0,125.0
2004,1373,216.61,30.39,73.0,307.0,219.0
2005,1373,292.77,22.33,170.0,330.0,300.0
2006,1373,153.78,33.04,89.0,305.0,145.0
2007,1373,152.48,24.07,72.0,279.0,154.0
2008,1373,104.92,21.09,27.0,232.0,104.0
2009,1373,58.81,20.44,10.0,168.0,60.0
2010,1373,57.67,18.25,16.0,154.0,56.0
2011,1373,179.42,39.83,41.0,269.0,188.0
2012,1373,227.74,29.18,120.0,324.0,224.0
2013,1373,293.07,24.55,193.0,346.0,297.0
2014,1373,220.92,32.97,139.0,331.0,214.0
2015,1373,240.45,42.71,51.0,305.0,253.0
2016,1373,131.06,30.34,65.0,289.0,124.0
2017,1373,180.28,29.44,71.0,300.0,180.0
2018,1373,273.72,28.57,124.0,325.0,280.0
2019,1373,249.81,23.2,164.0,328.0,250.0
2020,1373,189.12,28.75,53.0,298.0,189.5
2021,1373,138.42,46.52,8.0,346.0,139.0
2022,1373,246.65,39.86,125.0,348.0,247.0
2023,1373,181.02,33.35,92.0,295.0,180.0
2024,1373,347.76,25.42,1.0,362.0,354.0
2003,1374,130.38,29.79,14.0,219.0,127.0
2004,1374,138.92,30.0,75.0,319.0,140.0
2005,1374,126.64,20.66,75.0,202.0,128.0
2006,1374,196.66,36.34,95.0,277.0,201.0
2007,1374,135.38,50.94,9.0,258.0,146.0
2008,1374,271.14,30.1,164.0,332.0,275.0
2009,1374,237.09,33.2,151.0,328.0,235.0
2010,1374,194.06,46.05,76.0,322.0,191.0
2011,1374,192.88,41.96,89.0,315.0,186.0
2012,1374,194.83,22.29,112.0,302.0,192.0
2013,1374,164.98,34.02,29.0,236.0,175.0
2014,1374,46.95,27.33,14.0,216.0,40.0
2015,1374,32.59,13.65,7.0,129.0,29.0
2016,1374,14.65,7.35,1.0,67.0,14.0
2017,1374,27.35,14.3,1.0,121.0,25.0
2018,1374,57.71,25.56,13.0,157.0,53.0
2019,1374,120.59,25.89,35.0,263.0,121.0
2020,1374,80.94,23.49,26.0,306.0,77.0
2021,1374,51.91,14.72,7.0,114.0,52.0
2022,1374,65.44,29.07,27.0,246.0,57.0
2023,1374,184.63,40.85,55.0,324.0,183.0
2024,1374,71.32,27.32,18.0,247.0,68.0
2003,1375,138.43,29.06,67.0,242.0,142.0
2004,1375,193.69,30.13,80.0,320.0,194.0
2005,1375,243.81,33.26,16.0,316.0,246.0
2006,1375,102.48,35.26,21.0,235.0,97.0
2007,1375,141.11,26.32,69.0,227.0,139.0
2008,1375,56.3,24.2,16.0,164.0,51.0
2009,1375,164.66,26.54,57.0,270.0,167.0
2010,1375,195.39,37.25,99.0,301.0,204.0
2011,1375,266.55,25.83,144.0,320.0,269.0
2012,1375,169.67,46.43,49.0,325.0,167.0
2013,1375,181.27,28.58,8.0,301.0,183.0
2014,1375,223.48,49.7,57.0,321.0,232.0
2015,1375,295.29,24.47,153.0,350.0,299.0
2016,1375,253.49,19.08,149.0,327.0,254.0
2017,1375,215.91,29.58,44.0,292.0,221.0
2018,1375,229.1,21.73,165.0,303.0,228.0
2019,1375,230.78,23.55,137.0,322.0,227.0
2020,1375,176.13,27.08,116.0,292.0,173.0
2021,1375,194.81,31.69,103.0,331.0,194.0
2022,1375,135.98,26.07,39.0,265.0,134.0
2023,1375,169.89,42.61,73.0,309.0,170.0
2024,1375,229.93,38.93,88.0,351.0,230.0
2003,1376,83.14,19.32,25.0,153.0,84.0
2004,1376,31.25,17.62,2.0,131.0,27.0
2005,1376,57.77,20.57,8.0,147.0,56.0
2006,1376,68.91,20.74,16.0,124.0,70.0
2007,1376,89.86,26.86,31.0,200.0,86.0
2008,1376,103.22,26.02,35.0,201.0,101.0
2009,1376,56.98,22.42,21.0,272.0,53.0
2010,1376,77.12,15.04,24.0,146.0,76.0
2011,1376,95.29,26.29,31.0,195.0,94.0
2012,1376,166.17,32.94,57.0,305.0,163.0
2013,1376,171.6,32.07,56.0,273.0,173.0
2014,1376,134.7,31.97,38.0,274.0,131.0
2015,1376,69.36,26.34,8.0,145.0,67.0
2016,1376,34.74,16.04,3.0,102.0,34.0
2017,1376,30.39,10.02,6.0,69.0,29.0
2018,1376,70.27,18.13,11.0,153.0,71.0
2019,1376,105.24,37.41,45.0,272.0,95.0
2020,1376,87.27,26.5,16.0,213.0,82.0
2021,1376,104.66,35.9,9.0,237.0,97.0
2022,1376,92.22,18.36,48.0,160.0,93.0
2023,1376,210.43,47.56,49.0,341.0,211.0
2024,1376,44.58,26.99,2.0,220.0,43.0
2009,1377,246.45,47.73,103.0,345.0,239.0
2010,1377,230.72,29.81,120.0,336.0,230.0
2011,1377,273.73,33.73,156.0,338.0,279.0
2012,1377,274.8,20.41,160.0,322.0,279.0
2013,1377,255.92,27.11,153.0,330.0,256.0
2014,1377,246.31,27.2,176.0,340.0,245.0
2015,1377,235.05,25.26,135.0,320.0,233.0
2016,1377,200.2,27.71,76.0,276.0,204.0
2017,1377,157.35,30.86,76.0,329.0,156.0
2018,1377,85.97,19.81,36.0,208.0,84.0
2019,1377,223.4,38.28,60.0,299.0,230.0
2020,1377,171.15,33.65,26.0,296.0,173.0
2021,1377,190.48,38.44,85.0,330.0,183.0
2022,1377,216.8,31.81,16.0,308.0,215.0
2023,1377,269.48,38.53,132.0,341.0,278.0
2024,1377,297.52,34.11,124.0,349.0,311.0
2003,1378,107.02,21.4,37.0,163.0,108.0
2004,1378,178.95,43.2,59.0,306.0,181.0
2005,1378,162.31,31.06,40.0,243.0,163.0
2006,1378,196.84,42.54,98.0,286.0,200.0
2007,1378,145.41,27.12,27.0,246.0,146.0
2008,1378,122.74,34.29,31.0,223.0,120.5
2009,1378,150.32,37.74,34.0,268.0,147.0
2010,1378,70.69,17.85,27.0,146.0,70.0
2011,1378,133.53,33.66,60.0,251.0,129.0
2012,1378,100.5,37.73,24.0,218.0,96.0
2013,1378,114.54,31.76,42.0,252.0,113.0
2014,1378,161.4,36.19,63.0,256.0,163.0
2015,1378,228.23,40.25,75.0,319.0,233.0
2016,1378,246.92,32.09,91.0,330.0,247.0
2017,1378,265.36,29.82,169.0,329.0,270.0
2018,1378,283.69,23.06,162.0,335.0,283.0
2019,1378,120.4,41.58,48.0,281.0,111.0
2020,1378,137.69,37.16,32.0,340.0,128.0
2021,1378,130.93,33.26,46.0,256.0,123.5
2022,1378,233.15,27.55,138.0,320.0,236.0
2023,1378,179.5,42.34,107.0,354.0,172.0
2024,1378,124.62,48.79,21.0,310.0,123.0
2003,1379,139.84,29.55,49.0,215.0,145.0
2004,1379,130.06,37.82,38.0,317.0,125.0
2005,1379,198.94,41.8,77.0,304.0,200.0
2006,1379,253.18,36.65,115.0,325.0,260.0
2007,1379,118.33,21.2,26.0,185.0,121.0
2008,1379,151.97,31.07,69.0,242.0,152.0
2009,1379,123.6,34.49,47.0,248.0,119.0
2010,1379,120.46,34.76,4.0,219.0,124.0
2011,1379,63.38,16.56,18.0,140.0,63.0
2012,1379,41.9,21.92,3.0,136.0,38.0
2013,1379,65.42,23.45,12.0,177.0,59.0
2014,1379,58.44,20.15,16.0,166.0,57.0
2015,1379,278.7,58.64,40.0,338.0,302.0
2016,1379,297.32,22.3,132.0,348.0,300.0
2017,1379,324.08,18.31,135.0,350.0,326.0
2018,1379,235.72,30.01,178.0,344.0,229.0
2019,1379,149.04,27.73,73.0,284.0,147.0
2020,1379,265.51,31.39,119.0,342.0,266.0
2021,1379,261.58,27.34,178.0,341.0,262.0
2022,1379,312.35,26.83,146.0,351.0,318.0
2023,1379,95.91,47.35,13.0,330.0,88.0
2024,1379,221.81,36.36,78.0,339.0,219.0
2003,1380,317.8,6.1,276.0,327.0,319.0
2004,1380,275.17,25.16,138.0,321.0,282.0
2005,1380,277.69,28.87,164.0,329.0,284.0
2006,1380,224.19,43.21,91.0,319.0,220.5
2007,1380,304.98,22.2,205.0,330.0,310.0
2008,1380,294.9,31.66,182.0,334.0,304.0
2009,1380,334.07,9.95,264.0,347.0,336.0
2010,1380,338.41,10.59,270.0,346.0,343.0
2011,1380,339.09,10.9,227.0,345.0,343.0
2012,1380,306.95,25.41,144.0,344.0,311.0
2013,1380,186.5,51.02,76.0,333.0,178.0
2014,1380,205.69,40.62,92.0,349.0,199.0
2015,1380,283.21,27.89,196.0,349.0,282.0
2016,1380,207.74,34.69,68.0,307.0,209.0
2017,1380,292.26,31.63,117.0,344.0,301.0
2018,1380,309.94,17.74,221.0,349.0,314.0
2019,1380,339.48,7.4,292.0,353.0,340.0
2020,1380,305.31,26.41,178.0,351.0,311.0
2021,1380,281.0,30.61,156.0,347.0,284.0
2022,1380,230.83,38.23,109.0,340.0,228.0
2023,1380,245.74,31.23,100.0,330.0,246.0
2024,1380,229.42,49.21,76.0,357.0,229.0
2003,1381,253.99,23.91,141.0,314.0,260.0
2004,1381,243.03,21.51,169.0,315.0,244.0
2005,1381,231.01,29.45,124.0,309.0,231.0
2006,1381,279.23,27.25,174.0,327.0,284.0
2007,1381,169.16,25.53,97.0,260.0,166.0
2008,1381,252.64,30.83,151.0,320.0,252.0
2009,1381,239.85,39.92,54.0,316.0,247.0
2010,1381,309.31,17.64,216.0,337.0,314.0
2011,1381,283.39,21.12,130.0,329.0,285.0
2012,1381,236.32,26.82,165.0,331.0,232.0
2013,1381,297.37,23.58,206.0,347.0,299.0
2014,1381,342.9,18.01,159.0,351.0,348.0
2015,1381,320.57,12.81,264.0,351.0,320.0
2016,1381,325.42,21.54,193.0,351.0,333.0
2017,1381,334.58,10.43,254.0,351.0,336.0
2018,1381,264.85,41.17,58.0,347.0,269.0
2019,1381,251.3,38.36,84.0,347.0,257.0
2020,1381,163.29,30.74,87.0,292.0,161.0
2021,1381,152.96,36.99,45.0,271.0,156.0
2022,1381,159.82,31.77,87.0,350.0,155.0
2023,1381,133.99,35.93,58.0,339.0,122.0
2024,1381,245.1,38.24,81.0,337.0,248.0
2003,1382,99.24,30.26,36.0,236.0,99.0
2004,1382,212.42,38.46,80.0,317.0,213.0
2005,1382,308.33,45.21,108.0,330.0,321.0
2006,1382,231.28,42.0,100.0,316.0,240.0
2007,1382,284.2,38.48,124.0,326.0,290.0
2008,1382,243.21,25.97,152.0,319.0,245.0
2009,1382,173.7,24.37,86.0,268.0,175.0
2010,1382,148.21,25.92,75.0,222.0,148.0
2011,1382,127.81,21.21,62.0,218.0,125.0
2012,1382,95.4,20.56,30.0,187.0,96.0
2013,1382,126.17,24.64,51.0,204.0,126.0
2014,1382,101.65,27.37,54.0,265.0,97.0
2015,1382,118.89,19.71,52.0,215.0,119.0
2016,1382,83.96,26.8,27.0,241.0,84.0
2017,1382,88.58,12.77,30.0,191.0,90.0
2018,1382,63.06,20.33,1.0,225.0,63.0
2019,1382,167.64,45.15,59.0,343.0,159.0
2020,1382,124.78,28.45,66.0,279.0,119.0
2021,1382,54.88,35.68,2.0,330.0,48.0
2022,1382,69.44,23.22,1.0,147.0,70.0
2023,1382,159.65,30.72,50.0,262.0,163.0
2024,1382,96.72,25.31,50.0,268.0,92.0
2003,1383,262.82,36.88,79.0,320.0,270.0
2004,1383,238.55,34.25,84.0,311.0,235.0
2005,1383,247.82,32.77,60.0,313.0,252.0
2006,1383,271.72,18.46,150.0,313.0,275.0
2007,1383,301.92,16.58,249.0,330.0,304.0
2008,1383,301.84,21.24,226.0,335.0,309.0
2009,1383,283.11,25.7,126.0,330.0,290.0
2010,1383,301.48,18.07,233.0,343.0,304.0
2011,1383,227.0,36.26,111.0,317.0,230.0
2012,1383,234.54,34.36,136.0,330.0,231.0
2013,1383,228.73,25.59,92.0,302.0,229.0
2014,1383,189.77,32.36,78.0,313.0,194.0
2015,1383,185.32,40.93,90.0,315.0,174.0
2016,1383,279.19,27.19,158.0,337.0,284.0
2017,1383,335.15,16.86,191.0,350.0,340.0
2018,1383,299.92,20.85,237.0,351.0,298.5
2019,1383,249.62,34.29,143.0,322.0,254.0
2020,1383,294.81,19.6,181.0,336.0,298.5
2021,1383,263.25,40.32,133.0,344.0,270.0
2022,1383,324.09,16.27,235.0,358.0,326.0
2023,1383,333.28,23.83,118.0,359.0,340.0
2003,1384,245.14,20.67,174.0,296.0,248.0
2004,1384,258.64,25.07,112.0,318.0,260.0
2005,1384,192.77,55.98,25.0,297.0,201.0
2006,1384,316.2,13.4,257.0,331.0,321.0
2007,1384,313.73,20.85,177.0,334.0,321.0
2008,1384,310.55,17.46,177.0,338.0,314.0
2009,1384,309.03,28.13,175.0,342.0,321.0
2010,1384,309.33,16.5,242.0,339.0,313.0
2011,1384,293.68,22.89,190.0,339.0,295.0
2012,1384,307.51,13.76,236.0,340.0,309.0
2013,1384,329.61,12.73,173.0,347.0,331.0
2014,1384,316.08,14.56,263.0,347.0,317.0
2015,1384,197.47,43.27,71.0,313.0,200.0
2016,1384,271.46,23.75,182.0,342.0,274.0
2017,1384,273.74,27.95,137.0,338.0,275.0
2018,1384,202.6,24.79,110.0,279.0,202.5
2019,1384,236.11,30.07,131.0,314.0,238.0
2020,1384,170.49,30.66,44.0,291.0,170.0
2021,1384,256.25,33.28,150.0,316.0,263.0
2022,1384,305.41,32.74,122.0,355.0,314.0
2023,1384,326.67,18.41,196.0,361.0,331.0
2024,1384,343.61,14.01,261.0,362.0,347.0
2003,1385,77.78,27.22,10.0,205.0,78.0
2004,1385,193.62,37.49,51.0,306.0,198.0
2005,1385,154.3,39.74,39.0,309.0,150.0
2006,1385,112.48,30.33,39.0,220.0,111.0
2007,1385,117.39,22.59,72.0,200.0,117.0
2008,1385,139.27,25.03,69.0,269.0,138.0
2009,1385,110.07,25.4,43.0,223.0,106.0
2010,1385,66.75,23.8,4.0,145.0,70.0
2011,1385,43.03,22.36,6.0,189.0,39.0
2012,1385,151.62,37.3,22.0,275.0,149.0
2013,1385,85.24,18.97,28.0,186.0,84.0
2014,1385,59.79,17.48,15.0,139.0,58.0
2015,1385,39.27,15.72,8.0,190.0,38.0
2016,1385,204.2,45.38,32.0,343.0,210.5
2017,1385,123.0,41.21,59.0,282.0,109.0
2018,1385,74.15,22.31,16.0,193.0,73.0
2019,1385,49.13,15.02,9.0,104.0,48.0
2020,1385,73.4,15.29,13.0,140.0,74.0
2021,1385,80.4,22.5,23.0,196.0,76.0
2022,1385,76.64,20.56,14.0,158.0,76.0
2023,1385,73.75,21.91,9.0,144.0,76.0
2024,1385,49.41,18.88,11.0,123.0,46.0
2003,1386,20.35,21.3,1.0,185.0,17.0
2004,1386,3.83,4.32,1.0,34.0,2.0
2005,1386,107.6,45.24,2.0,242.0,104.5
2006,1386,71.0,25.44,9.0,193.0,69.0
2007,1386,110.77,23.66,66.0,224.0,107.0
2008,1386,62.52,21.35,19.0,169.0,58.0
2009,1386,99.73,22.19,55.0,340.0,97.0
2010,1386,174.22,32.6,48.0,247.0,180.0
2011,1386,197.42,33.28,98.0,288.0,198.0
2012,1386,67.64,20.36,12.0,221.0,65.0
2013,1386,78.11,17.93,12.0,148.0,80.0
2014,1386,72.41,25.56,23.0,208.0,71.0
2015,1386,163.75,31.8,43.0,322.0,165.0
2016,1386,52.13,28.33,6.0,176.0,46.0
2017,1386,138.65,42.07,23.0,276.0,139.0
2018,1386,156.7,29.4,65.0,272.0,156.0
2019,1386,158.75,31.61,64.0,233.0,165.0
2020,1386,243.21,33.39,46.0,321.0,247.0
2021,1386,241.05,44.48,123.0,332.0,241.0
2022,1386,168.24,29.32,87.0,277.0,166.0
2023,1386,208.94,35.33,131.0,359.0,202.0
2024,1386,95.67,28.52,18.0,356.0,97.0
2003,1387,104.03,37.54,27.0,228.0,101.0
2004,1387,94.82,44.65,30.0,275.0,78.0
2005,1387,208.42,52.65,61.0,315.0,211.5
2006,1387,110.19,23.15,48.0,227.0,107.0
2007,1387,87.16,21.44,21.0,184.0,88.0
2008,1387,123.84,27.38,72.0,241.0,118.0
2009,1387,137.65,26.86,17.0,264.0,135.0
2010,1387,104.67,24.59,25.0,209.0,105.0
2011,1387,159.91,36.07,46.0,306.0,160.0
2012,1387,35.89,21.54,6.0,209.0,32.0
2013,1387,42.39,21.05,8.0,161.0,42.0
2014,1387,26.93,11.5,4.0,70.0,26.0
2015,1387,220.11,50.89,21.0,339.0,229.0
2016,1387,206.03,38.04,46.0,312.0,210.0
2017,1387,265.75,31.33,183.0,337.0,268.0
2018,1387,156.69,33.81,70.0,295.0,150.0
2019,1387,101.82,23.08,38.0,192.0,106.0
2020,1387,73.71,23.1,22.0,167.0,72.0
2021,1387,41.37,17.77,5.0,102.0,42.0
2022,1387,60.55,14.97,15.0,155.0,61.0
2023,1387,78.86,18.94,16.0,132.0,81.0
2024,1387,182.26,37.87,33.0,285.0,187.0
2003,1388,148.71,26.33,48.0,242.0,146.0
2004,1388,107.15,32.94,43.0,222.0,104.0
2005,1388,51.1,29.17,2.0,152.0,48.0
2006,1388,122.23,32.89,10.0,275.0,121.0
2007,1388,144.0,26.31,64.0,220.0,141.0
2008,1388,31.4,16.79,2.0,104.0,28.0
2009,1388,49.02,21.95,9.0,341.0,49.0
2010,1388,35.16,17.02,5.0,133.0,32.0
2011,1388,33.6,15.0,7.0,154.0,32.0
2012,1388,26.83,14.4,1.0,154.0,24.0
2013,1388,45.01,21.38,8.0,137.0,41.0
2014,1388,50.33,19.75,2.0,120.0,54.0
2015,1388,62.09,17.96,16.0,163.0,61.0
2016,1388,35.71,19.98,1.0,184.0,33.0
2017,1388,21.35,7.19,2.0,70.0,21.0
2018,1388,31.73,14.06,1.0,117.0,29.0
2019,1388,56.77,23.32,11.0,194.0,51.0
2020,1388,39.12,11.93,11.0,105.0,38.0
2021,1388,68.44,16.89,7.0,134.0,68.5
2022,1388,33.56,16.01,5.0,227.0,30.0
2023,1388,17.16,10.46,1.0,94.0,15.0
2024,1388,47.8,32.0,7.0,232.0,41.0
2003,1389,250.12,17.53,167.0,306.0,252.0
2004,1389,146.89,31.74,32.0,287.0,145.0
2005,1389,201.77,31.16,84.0,301.0,198.0
2006,1389,158.86,28.06,93.0,275.0,154.0
2007,1389,309.38,25.07,198.0,333.0,319.0
2008,1389,288.73,27.43,123.0,329.0,296.0
2009,1389,275.11,31.8,141.0,331.0,280.0
2010,1389,187.92,36.92,101.0,307.0,179.0
2011,1389,155.69,31.82,75.0,258.0,153.0
2012,1389,294.98,33.73,108.0,334.0,305.0
2013,1389,265.74,34.44,134.0,325.0,275.0
2014,1389,260.0,29.54,178.0,345.0,257.0
2015,1389,206.76,33.22,102.0,335.0,206.0
2016,1389,226.22,26.17,141.0,311.0,225.5
2017,1389,174.76,46.78,70.0,313.0,171.0
2018,1389,217.13,33.01,80.0,319.0,217.0
2019,1389,306.9,24.36,184.0,342.0,313.5
2020,1389,246.98,47.87,110.0,351.0,242.0
2021,1389,167.53,30.39,90.0,310.0,166.0
2022,1389,197.57,48.85,95.0,308.0,194.0
2023,1389,279.84,42.07,63.0,332.0,293.0
2024,1389,214.04,32.85,92.0,325.0,214.0
2003,1390,28.14,12.35,3.0,93.0,27.0
2004,1390,5.8,5.11,1.0,50.0,4.0
2005,1390,70.81,44.02,8.0,293.0,53.0
2006,1390,111.72,57.83,13.0,288.0,91.0
2007,1390,49.13,19.69,8.0,127.0,47.0
2008,1390,18.04,9.44,5.0,71.0,15.0
2009,1390,55.71,25.88,7.0,285.0,54.0
2010,1390,123.89,26.09,34.0,226.0,121.0
2011,1390,107.67,26.51,37.0,249.0,105.0
2012,1390,58.79,24.02,9.0,157.0,61.0
2013,1390,58.81,16.14,11.0,114.0,57.0
2014,1390,46.91,13.53,12.0,111.0,44.0
2015,1390,44.04,14.75,10.0,105.0,41.0
2016,1390,78.86,24.71,25.0,197.0,76.0
2017,1390,91.87,25.24,37.0,210.0,91.0
2018,1390,107.95,33.95,56.0,229.0,97.0
2019,1390,114.44,22.29,43.0,210.0,115.0
2020,1390,41.38,18.36,3.0,170.0,40.0
2021,1390,57.2,16.3,14.0,129.0,57.0
